# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 27 07:01:44 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_logg,st_dens,sy_dist
Kepler-758 d,Kepler-758,Transit,2016,20.49661970,0.144700,2.120,2.960000,0.000000,843,6228.00,1.42,1.16,4.19,0.69277,1502.3200000
Kepler-758 e,Kepler-758,Transit,2016,8.19347190,0.078500,1.530,4.540000,0.000000,1144,6228.00,1.42,1.16,4.19,0.42398,1502.3200000
Kepler-759 b,Kepler-759,Transit,2016,41.80598500,0.232900,2.270,2.710000,0.000000,533,5860.00,1.04,1.04,4.42,1.51220,1073.4800000
Kepler-76 b,Kepler-76,Orbital Brightness Modulation,2013,1.54492980,0.027400,15.244,1.100000,0.000000,2140,6409.00,1.32,1.20,4.20,0.96729,822.9600000
Kepler-760 b,Kepler-760,Transit,2016,8.70419416,0.077200,3.060,1.840000,0.000000,748,5322.00,0.85,0.89,4.54,2.12083,792.3360000
Kepler-760 c,Kepler-760,Transit,2016,2.46697439,0.033300,1.480,4.730000,0.000000,1139,5322.00,0.85,0.89,4.54,5.32948,792.3360000
Kepler-761 b,Kepler-761,Transit,2016,10.12804789,0.087400,2.030,3.140000,0.000000,767,5706.00,0.93,0.95,4.48,2.35867,830.7070000
Kepler-762 b,Kepler-762,Transit,2016,3.77055210,0.049300,12.680,,0.000000,1302,5944.00,1.08,1.06,4.40,0.77867,1898.2600000
Kepler-763 b,Kepler-763,Transit,2016,1.19655156,0.020500,1.220,5.990000,0.000000,1414,5166.00,0.80,0.84,4.57,4.49591,962.4590000
Kepler-763 c,Kepler-763,Transit,2023,4.09667624,0.046600,1.420,4.990000,0.000000,938,4999.00,0.84,0.80,4.49,3.35101,962.4590000
Kepler-763 d,Kepler-763,Transit,2023,6.50327035,0.063400,1.670,4.050000,0.000000,804,4999.00,0.84,0.80,4.49,3.30276,962.4590000
Kepler-764 b,Kepler-764,Transit,2016,7.33683936,0.072400,1.640,4.150000,0.000000,875,5557.00,0.89,0.92,4.51,1.45710,1047.8400000
Kepler-765 b,Kepler-765,Transit,2016,27.66552260,0.175400,2.430,2.480000,0.000000,641,5901.00,1.06,1.05,4.41,0.84868,1076.2800000
Kepler-766 b,Kepler-766,Transit,2016,6.10027804,0.066000,3.390,1.610000,0.000000,990,5992.00,1.15,1.10,4.36,0.52073,2297.6200000
Kepler-767 b,Kepler-767,Transit,2016,161.52801010,0.587400,6.640,0.670000,0.000000,366,5694.00,0.94,0.96,4.48,32.90527,2251.0300000
Kepler-768 b,Kepler-768,Transit,2016,11.39100250,0.092000,1.790,3.700000,0.000000,618,5108.00,0.78,0.82,4.58,8.33869,784.5600000
Kepler-769 b,Kepler-769,Transit,2016,7.42608998,0.077800,2.920,1.950000,0.000000,1037,6186.00,1.28,1.19,4.30,1.36184,1169.5700000
Kepler-769 c,Kepler-769,Transit,2016,15.98701740,0.129700,1.790,3.700000,0.000000,803,6186.00,1.28,1.19,4.30,1.50391,1169.5700000
Kepler-77 b,Kepler-77,Transit,2013,3.57878087,0.045010,10.761,0.603000,0.000000,1440,5520.00,0.99,0.95,4.42,1.36500,639.4110000
Kepler-770 b,Kepler-770,Transit,2016,18.92540274,0.169400,2.300,2.660000,0.000000,1171,5598.00,0.92,0.94,4.49,3.25028,930.4570000
Kepler-770 c,Kepler-770,Transit,2016,1.47532231,0.030900,1.200,5.950000,0.000000,2740,5598.00,0.92,0.94,4.49,0.97772,930.4570000
Kepler-770 d,Kepler-770,Transit,2016,4.15244722,0.061600,1.400,5.090000,0.000000,1941,5598.00,0.92,0.94,4.49,2.07455,930.4570000
Kepler-771 b,Kepler-771,Transit,2016,8.73485836,0.084300,1.820,3.620000,0.000000,890,5906.00,1.05,1.03,4.42,0.77515,1393.8500000
Kepler-772 b,Kepler-772,Transit,2016,12.99207337,0.107100,1.820,3.620000,0.000000,866,5714.00,1.11,0.98,4.33,0.53550,1130.2100000
Kepler-773 b,Kepler-773,Transit,2016,3.74910006,0.047000,1.430,4.940000,0.000000,1160,5850.00,1.01,1.04,4.45,0.91462,547.0260000
Kepler-774 b,Kepler-774,Transit,2016,11.08957230,0.111400,3.170,1.760000,0.000000,1422,6403.00,2.42,1.57,3.87,0.38065,917.8040000
Kepler-775 b,Kepler-775,Transit,2016,0.97486893,0.018700,1.190,5.900000,0.000000,1612,5468.00,0.84,0.92,4.56,1.97281,398.6760000
Kepler-776 b,Kepler-776,Transit,2016,4.89718784,0.052300,1.280,5.710000,0.000000,904,5071.00,0.78,0.83,4.58,7.27284,727.9040000
Kepler-777 b,Kepler-777,Transit,2016,5.72812599,0.051900,1.470,4.770000,0.000000,569,4043.00,0.56,0.58,4.71,5.77301,443.1060000
Kepler-778 b,Kepler-778,Transit,2016,3.75574426,0.045300,1.680,4.010000,0.000000,977,5102.00,0.77,0.81,4.58,2.72690,938.1680000
Kepler-779 b,Kepler-779,Transit,2016,7.09714223,0.053300,0.920,5.090000,0.000000,425,3804.00,0.44,0.46,4.81,4.62877,283.1550000
Kepler-78 b,Kepler-78,Transit,2013,0.35500745,0.009010,1.201,5.330000,0.000000,2223,5058.00,0.75,0.78,4.61,2.63000,124.3760000
Kepler-780 b,Kepler-780,Transit,2016,0.67737516,0.015000,0.890,4.990000,0.000000,2099,5769.00,1.02,1.01,4.42,1.01394,557.6520000
Kepler-781 b,Kepler-781,Transit,2016,13.21407320,0.101900,2.890,1.980000,0.000000,629,5162.00,0.78,0.81,4.58,1.84941,1064.4700000
Kepler-782 b,Kepler-782,Transit,2016,158.68533080,0.544400,3.210,1.730000,0.000000,350,5867.00,1.01,0.98,4.42,0.94331,446.8440000
Kepler-783 b,Kepler-783,Transit,2016,4.29264638,0.049100,0.780,4.620000,0.000000,991,5521.00,0.89,0.93,4.51,0.90656,516.0900000
Kepler-783 c,Kepler-783,Transit,2020,7.05395000,0.068400,2.332,2.620000,0.000000,840,5411.49,0.87,0.94,4.53,1.99808,516.0900000
Kepler-784 b,Kepler-784,Transit,2016,31.59226460,0.196700,1.580,4.350000,0.000000,688,5674.00,1.32,1.00,4.19,0.05821,1303.7200000
Kepler-784 c,Kepler-784,Transit,2023,17.15723600,0.130900,1.550,4.460000,0.000000,844,5676.00,1.49,1.02,4.10,0.09554,1303.7200000
Kepler-785 b,Kepler-785,Transit,2016,1.97376093,0.025000,13.020,,0.000000,753,4739.00,0.71,0.77,4.62,3.97867,642.0510000
Kepler-786 b,Kepler-786,Transit,2016,53.52934870,0.254800,2.430,2.480000,0.000000,348,4838.00,0.74,0.81,4.61,2.25989,485.3180000
Kepler-787 b,Kepler-787,Transit,2016,0.92831050,0.015900,1.280,5.710000,0.000000,1115,4248.00,0.62,0.65,4.67,3.24108,503.5680000
Kepler-788 b,Kepler-788,Transit,2016,8.39846269,0.083500,2.550,2.330000,0.000000,984,6159.00,1.23,1.16,4.32,0.10251,1775.8000000
Kepler-789 b,Kepler-789,Transit,2016,8.63847725,0.095100,2.120,2.960000,0.000000,1419,5870.00,1.02,1.01,4.42,0.46008,1480.1600000
Kepler-79 b,Kepler-79,Transit,2012,13.48450000,0.117000,3.470,1.430000,0.015000,929,6174.00,1.30,1.17,4.27,0.74100,1020.7200000
Kepler-79 c,Kepler-79,Transit,2012,27.40290000,0.187000,3.720,0.620000,0.030000,734,6174.00,1.30,1.17,4.27,0.74100,1020.7200000
Kepler-79 d,Kepler-79,Transit,2014,52.09020000,0.287000,7.160,0.090000,0.025000,592,6174.00,1.30,1.17,4.27,0.74100,1020.7200000
Kepler-79 e,Kepler-79,Transit,2014,81.06590000,0.386000,3.490,0.530000,0.012000,511,6174.00,1.30,1.17,4.27,0.74100,1020.7200000
Kepler-790 b,Kepler-790,Transit,2016,13.73469807,0.101000,2.180,2.860000,0.000000,634,5208.00,0.80,0.84,4.56,9.48847,703.1680000
Kepler-791 b,Kepler-791,Transit,2016,14.55397590,0.125600,3.050,1.850000,0.000000,939,6383.00,1.47,1.30,4.21,0.01771,1266.3400000
Kepler-792 b,Kepler-792,Transit,2016,11.30119217,0.098800,1.960,3.280000,0.000000,852,5971.00,1.12,1.09,4.38,1.52852,1425.4700000
Kepler-793 b,Kepler-793,Transit,2016,4.24153639,0.049100,1.370,5.240000,0.000000,1177,5745.00,0.97,0.98,4.46,0.95862,985.6990000
Kepler-794 b,Kepler-794,Transit,2016,11.13125132,0.103600,2.110,2.980000,0.000000,952,5839.00,1.38,1.19,4.23,1.28479,931.1920000
Kepler-795 b,Kepler-795,Transit,2016,29.61934210,0.181700,1.680,4.010000,0.000000,580,5631.00,0.96,0.94,4.45,1.24741,492.1220000
Kepler-796 b,Kepler-796,Transit,2016,6.40087618,0.066200,1.300,5.600000,0.000000,1109,5475.00,1.09,0.93,4.33,3.55345,817.5840000
Kepler-797 b,Kepler-797,Transit,2016,27.07237711,0.181000,2.170,2.880000,0.000000,605,5680.00,0.95,0.96,4.47,0.72049,1315.2600000
Kepler-798 b,Kepler-798,Transit,2016,13.71933369,0.117400,2.390,2.540000,0.000000,864,6224.00,1.29,1.19,4.29,0.70442,972.2740000
Kepler-799 b,Kepler-799,Transit,2016,133.46052350,0.516700,6.880,0.640000,0.000000,433,5681.00,0.93,0.95,4.49,0.82029,1509.0840000
Kepler-799 c,Kepler-799,Transit,2021,15.19419956,0.121400,2.781,2.080000,0.000000,893,5588.00,1.59,1.03,4.05,0.45024,1509.0840000
Kepler-8 b,Kepler-8,Transit,2010,3.52249910,0.047400,15.872,0.270000,0.000000,1680,6213.00,1.49,1.21,4.17,0.65374,1021.8700000
Kepler-80 b,Kepler-80,Transit,2012,7.05246000,0.064800,2.670,1.380000,0.000000,547,4540.00,0.68,0.73,4.64,2.33000,369.4510000
Kepler-80 c,Kepler-80,Transit,2012,9.52355000,0.079200,2.740,1.220000,0.000000,495,4540.00,0.68,0.73,4.64,2.33000,369.4510000
Kepler-80 d,Kepler-80,Transit,2014,3.07222000,0.037200,1.530,7.040000,0.000000,722,4540.00,0.68,0.73,4.64,2.33000,369.4510000
Kepler-80 e,Kepler-80,Transit,2014,4.64489000,0.049100,1.600,3.750000,0.000000,629,4540.00,0.68,0.73,4.64,2.33000,369.4510000
Kepler-80 f,Kepler-80,Transit,2016,0.98678730,0.017500,1.210,5.960000,0.000000,1054,4540.00,0.68,0.73,4.64,2.33000,369.4510000
Kepler-80 g,Kepler-80,Transit,2017,14.64558000,,1.130,5.750000,,418,4540.00,0.68,0.83,4.64,2.33000,369.4510000
Kepler-800 b,Kepler-800,Transit,2016,14.13176026,0.110600,2.850,2.020000,0.000000,675,5315.00,0.82,0.85,4.55,1.01560,1019.2600000
Kepler-801 b,Kepler-801,Transit,2016,11.41928253,0.079500,2.000,3.200000,0.000000,419,4435.00,0.63,0.67,4.66,1.51020,440.4260000
Kepler-802 b,Kepler-802,Transit,2016,40.05874730,0.226500,3.540,1.520000,0.000000,489,5507.00,0.90,0.93,4.50,0.49325,780.5850000
Kepler-803 b,Kepler-803,Transit,2016,50.28638192,0.267800,3.790,1.390000,0.000000,543,5919.00,1.12,1.05,4.36,1.83680,639.7710000
Kepler-804 b,Kepler-804,Transit,2016,14.37457351,0.113700,1.940,3.330000,0.000000,779,5817.00,1.05,1.01,4.40,1.15872,649.6500000
Kepler-804 c,Kepler-804,Transit,2016,9.65185017,0.087200,1.140,5.750000,0.000000,890,5817.00,1.05,1.01,4.40,1.03417,649.6500000
Kepler-805 b,Kepler-805,Transit,2016,30.86389310,0.197800,2.890,1.980000,0.000000,743,6112.00,1.65,1.19,4.08,0.34859,638.4900000
Kepler-806 b,Kepler-806,Transit,2016,8.09219642,0.076400,1.140,5.750000,0.000000,1089,5770.00,1.16,0.99,4.30,0.31224,361.8960000
Kepler-808 b,Kepler-808,Transit,2016,0.63133235,0.011600,1.460,4.820000,0.000000,1322,4653.00,0.71,0.76,4.62,4.17487,321.0000000
Kepler-809 b,Kepler-809,Transit,2016,55.63934000,0.290100,3.010,1.880000,0.000000,478,5734.00,0.98,0.99,4.45,0.88628,961.4050000
Kepler-81 b,Kepler-81,Transit,2012,5.95500000,0.052200,2.420,6.670000,0.000000,635,4385.00,0.59,0.64,4.70,4.19265,348.2910000
Kepler-81 c,Kepler-81,Transit,2012,12.04000000,0.083470,2.370,1.770000,0.000000,502,4385.00,0.59,0.64,4.70,4.82896,348.2910000
Kepler-81 d,Kepler-81,Transit,2014,20.83784600,0.128000,1.210,5.960000,0.000000,418,4500.00,0.59,0.65,4.70,11.51428,348.2910000
Kepler-810 b,Kepler-810,Transit,2016,4.59725385,0.055000,1.930,3.350000,0.000000,1105,5803.00,1.04,1.03,4.42,1.65508,1458.5900000
Kepler-811 b,Kepler-811,Transit,2016,23.58447697,0.158300,2.700,2.160000,0.000000,730,5747.00,1.24,1.01,4.25,0.62326,985.0410000
Kepler-812 b,Kepler-812,Transit,2016,10.11716531,0.102400,3.550,1.510000,0.000000,1163,6761.00,1.71,1.45,4.13,0.77147,1482.7400000
Kepler-813 b,Kepler-813,Transit,2016,19.12947337,0.143900,2.140,2.930000,0.000000,817,5743.00,0.93,0.95,4.48,1.98618,840.0000000
Kepler-814 b,Kepler-814,Transit,2016,6.14698510,0.069500,2.120,2.960000,0.000000,1164,6162.00,1.22,1.15,4.33,1.47416,2055.7700000
Kepler-815 b,Kepler-815,Transit,2016,8.57503552,0.088800,4.110,1.250000,0.000000,1374,5028.00,3.42,1.25,3.46,0.12089,1259.2800000
Kepler-816 b,Kepler-816,Transit,2016,10.50682565,0.089500,10.240,0.381000,0.000000,668,5286.00,0.85,0.90,4.54,2.31041,983.6970000
Kepler-817 b,Kepler-817,Transit,2016,3.99010623,0.049300,9.030,0.449000,0.000000,1124,5861.00,1.03,1.03,4.42,1.78404,1484.4600000
Kepler-818 b,Kepler-818,Transit,2016,10.03538581,0.088600,5.110,0.943000,0.000000,786,5638.00,0.92,0.94,4.49,2.45874,925.0370000
Kepler-819 b,Kepler-819,Transit,2016,33.19956480,0.189400,2.760,2.100000,0.000000,485,5279.00,0.81,0.86,4.55,2.41873,664.3060000
Kepler-82 b,Kepler-82,Transit,2012,26.44000000,0.168300,4.070,0.980000,0.003300,562,5529.00,0.90,0.91,4.49,1.77000,904.3260000
Kepler-82 c,Kepler-82,Transit,2012,51.54000000,0.262600,5.340,0.494000,0.007000,450,5529.00,0.90,0.91,4.49,1.77000,904.3260000
Kepler-82 d,Kepler-82,Transit,2014,2.38296100,0.034000,1.770,3.750000,0.000000,1253,5428.00,0.95,0.96,4.47,2.33960,904.3260000
Kepler-82 e,Kepler-82,Transit,2014,5.90220600,0.063000,2.470,2.430000,0.000000,926,5428.00,0.95,0.96,4.47,2.27335,904.3260000
Kepler-82 f,Kepler-82,Transit Timing Variations,2019,75.73200000,0.339500,4.840,1.010000,0.001400,,5529.00,0.90,0.91,4.49,1.77000,904.3260000
Kepler-820 b,Kepler-820,Transit,2016,127.83380980,0.582900,6.090,0.749000,0.000000,554,6260.00,1.36,1.23,4.25,0.71826,1387.2000000
Kepler-821 b,Kepler-821,Transit,2016,1.92279873,0.029000,1.310,5.550000,0.000000,1215,5191.00,0.80,0.84,4.56,2.35671,614.5710000
Kepler-822 b,Kepler-822,Transit,2016,3.22296927,0.041200,1.770,3.750000,0.000000,1239,5928.00,1.08,1.06,4.40,0.96758,860.3910000
Kepler-823 b,Kepler-823,Transit,2016,4.16809082,0.050700,1.570,4.390000,0.000000,1277,5643.00,0.96,0.98,4.47,1.80327,1389.2700000
Kepler-824 b,Kepler-824,Transit,2016,4.51436633,0.055000,1.870,3.500000,0.000000,1231,6035.00,1.22,1.15,4.32,1.43366,1201.4000000
Kepler-825 b,Kepler-825,Transit,2016,3.77360059,0.045300,1.530,4.540000,0.000000,1270,5976.00,1.08,1.03,4.39,1.63287,807.8500000
Kepler-825 c,Kepler-825,Transit,2016,8.18182460,0.075900,1.840,3.560000,0.000000,981,5976.00,1.08,1.03,4.39,4.81885,807.8500000
Kepler-826 b,Kepler-826,Transit,2016,4.48758907,0.052800,1.250,5.910000,0.000000,1305,6079.00,1.15,1.05,4.34,0.73118,779.5960000
Kepler-827 b,Kepler-827,Transit,2016,51.92927591,0.274200,5.630,0.831000,0.000000,574,5602.00,0.91,0.93,4.50,3.32701,2046.6800000
Kepler-828 b,Kepler-828,Transit,2016,0.56785714,0.012500,1.510,4.610000,0.000000,1848,5039.00,0.77,0.81,4.58,3.92265,575.3220000
Kepler-829 b,Kepler-829,Transit,2016,6.88337562,0.067800,2.110,2.980000,0.000000,857,5698.00,0.97,0.98,4.46,5.22062,1073.7600000
Kepler-83 b,Kepler-83,Transit,2012,9.77000000,0.072950,2.830,10.200000,0.000000,460,4082.00,0.61,0.66,4.69,6.12072,400.4090000
Kepler-83 c,Kepler-83,Transit,2012,20.09000000,0.117960,2.360,4.770000,0.000000,362,4082.00,0.61,0.66,4.69,3.81596,400.4090000
Kepler-83 d,Kepler-83,Transit,2014,5.16979600,0.051000,1.940,18.500000,0.000000,569,4648.00,0.59,0.58,4.72,3.97487,400.4090000
Kepler-830 b,Kepler-830,Transit,2016,11.29695137,0.103300,1.700,3.950000,0.000000,907,6037.00,1.11,1.07,4.38,0.39990,1122.0000000
Kepler-831 b,Kepler-831,Transit,2016,5.62153941,0.060300,1.270,5.770000,0.000000,992,5732.00,0.97,0.99,4.46,3.68960,593.5400000
Kepler-832 b,Kepler-832,Transit,2016,7.13969410,0.075000,2.060,3.080000,0.000000,965,5596.00,0.90,0.92,4.50,1.01680,1688.1200000
Kepler-833 b,Kepler-833,Transit,2016,18.75469980,0.113900,2.020,3.160000,0.000000,382,4339.00,0.62,0.64,4.67,5.88599,467.3700000
Kepler-834 b,Kepler-834,Transit,2016,13.32388301,0.086200,2.020,3.160000,0.000000,378,4554.00,0.66,0.70,4.64,3.60222,633.9370000
Kepler-835 b,Kepler-835,Transit,2016,11.41909375,0.107000,2.790,2.070000,0.000000,921,5954.00,1.11,1.08,4.38,0.87917,2406.3300000
Kepler-836 b,Kepler-836,Transit,2016,11.36112327,0.101300,2.730,2.130000,0.000000,869,5895.00,1.04,1.03,4.41,0.47666,980.0350000
Kepler-837 b,Kepler-837,Transit,2016,16.56059504,0.114400,2.560,2.320000,0.000000,701,5403.00,0.81,0.85,4.56,1.46297,901.9070000
Kepler-838 b,Kepler-838,Transit,2016,15.74957994,0.126600,2.730,2.130000,0.000000,777,5770.00,0.96,0.98,4.46,0.69062,1104.0400000
Kepler-839 b,Kepler-839,Transit,2016,37.81445140,0.234100,2.570,2.310000,0.000000,626,6058.00,1.31,1.22,4.29,0.53357,944.5610000
Kepler-84 b,Kepler-84,Transit,2012,8.72600000,0.082700,2.230,19.800000,0.000000,985,6039.00,1.43,1.00,4.13,0.08514,1023.9000000
Kepler-84 c,Kepler-84,Transit,2012,12.88300000,0.107200,2.360,8.440000,0.000000,865,6039.00,1.43,1.00,4.13,0.02901,1023.9000000
Kepler-84 d,Kepler-84,Transit,2014,4.22453700,0.052000,1.380,5.190000,0.000000,1254,6031.00,1.17,1.06,4.32,1.20895,1023.9000000
Kepler-84 e,Kepler-84,Transit,2014,27.43438900,0.181000,2.600,2.270000,0.000000,672,6031.00,1.17,1.06,4.32,1.83938,1023.9000000
Kepler-84 f,Kepler-84,Transit,2014,44.55216900,0.250000,2.200,2.830000,0.000000,572,6031.00,1.17,1.06,4.32,1.36354,1023.9000000
Kepler-841 b,Kepler-841,Transit,2016,124.41983980,0.479000,5.230,0.914000,0.000000,416,5324.00,0.81,0.85,4.56,25.36857,998.9610000
Kepler-842 b,Kepler-842,Transit,2016,1.21956827,0.020400,1.600,4.280000,0.000000,1252,4848.00,0.73,0.78,4.60,2.76789,532.7260000
Kepler-843 b,Kepler-843,Transit,2016,2.05387982,0.031300,2.590,2.280000,0.000000,1523,5830.00,1.03,1.02,4.42,1.79475,1165.6600000
Kepler-844 b,Kepler-844,Transit,2016,2.61302086,0.029800,1.680,4.010000,0.000000,713,4128.00,0.57,0.59,4.70,0.58510,431.7760000
Kepler-845 b,Kepler-845,Transit,2016,0.92785982,0.017000,2.040,3.120000,0.000000,1361,4913.00,0.75,0.79,4.59,0.55664,431.0510000
Kepler-846 b,Kepler-846,Transit,2016,19.80792185,0.139900,2.480,2.420000,0.000000,624,5579.00,0.91,0.94,4.50,3.89592,1127.1200000
Kepler-847 b,Kepler-847,Transit,2016,2.34323190,0.031500,1.180,5.890000,0.000000,1054,4940.00,0.77,0.83,4.58,2.42571,513.1030000
Kepler-848 b,Kepler-848,Transit,2016,6.91134416,0.072000,1.700,3.950000,0.000000,1086,5695.00,1.20,1.01,4.28,0.30165,1378.4700000
Kepler-849 b,Kepler-849,Transit,2016,394.62508000,1.137000,8.082,3.090000,0.078000,363,5950.00,1.82,1.26,4.02,0.29200,822.1340000
Kepler-85 b,Kepler-85,Transit,2012,8.30600000,0.076600,1.970,3.260000,0.000000,809,5499.00,1.24,0.92,4.22,0.11974,765.0250000
Kepler-85 c,Kepler-85,Transit,2012,12.51300000,0.100700,2.180,11.100000,0.000000,706,5499.00,1.24,0.92,4.22,0.54818,765.0250000
Kepler-85 d,Kepler-85,Transit,2014,17.91323000,0.130000,1.200,5.950000,0.000000,626,5436.00,0.89,0.87,4.49,1.58577,765.0250000
Kepler-85 e,Kepler-85,Transit,2014,25.21675100,0.163000,1.270,1.600000,0.000000,559,5436.00,0.89,0.92,4.49,2.34641,765.0250000
Kepler-850 b,Kepler-850,Transit,2016,7.19303878,0.074400,1.780,3.720000,0.000000,995,5932.00,1.09,1.06,4.39,1.60453,1661.2800000
Kepler-851 b,Kepler-851,Transit,2016,8.50699658,0.080200,1.680,4.010000,0.000000,900,5455.00,0.85,0.89,4.53,0.63776,839.2550000
Kepler-852 b,Kepler-852,Transit,2016,44.93098040,0.265400,2.540,2.340000,0.000000,565,6100.00,1.16,1.19,4.38,0.98558,1619.0300000
Kepler-853 b,Kepler-853,Transit,2016,7.16892463,0.077900,1.690,3.980000,0.000000,1187,6350.00,1.55,1.30,4.17,0.55852,568.6760000
Kepler-855 b,Kepler-855,Transit,2016,7.88663110,0.076200,8.350,0.497000,0.000000,996,5835.00,1.03,1.03,4.42,0.58262,1506.5800000
Kepler-856 b,Kepler-856,Transit,2016,8.02768059,0.078700,9.300,0.432000,0.000000,824,5535.00,0.93,0.96,4.49,1.79327,1351.1700000
Kepler-857 b,Kepler-857,Transit,2016,85.35129427,0.375100,6.800,0.650000,0.000000,390,5773.00,0.99,0.99,4.45,2.76360,983.5020000
Kepler-858 b,Kepler-858,Transit,2016,76.13602028,0.340300,4.870,1.000000,0.000000,399,5653.00,0.91,0.96,4.50,1.47064,298.5320000
Kepler-859 b,Kepler-859,Transit,2016,20.38177573,0.134500,3.090,1.820000,0.000000,528,5020.00,0.77,0.81,4.59,3.65406,839.9030000
Kepler-860 b,Kepler-860,Transit,2016,5.10137945,0.058000,3.240,1.710000,0.000000,1050,5836.00,1.06,1.04,4.40,2.67226,1056.3600000
Kepler-861 b,Kepler-861,Transit,2016,3.94963138,0.046300,2.280,2.700000,0.000000,966,5047.00,0.78,0.82,4.58,7.44905,850.3270000
Kepler-862 b,Kepler-862,Transit,2016,3.14866453,0.039000,2.210,2.810000,0.000000,1097,5333.00,0.84,0.88,4.54,1.23727,1039.0300000
Kepler-863 b,Kepler-863,Transit,2016,15.59461874,0.122000,2.900,1.970000,0.000000,718,5678.00,0.95,0.96,4.46,0.99953,1499.6600000
Kepler-864 b,Kepler-864,Transit,2016,5.83376092,0.068700,2.400,2.520000,0.000000,1143,5754.00,1.00,1.00,4.44,0.82595,2022.9000000
Kepler-864 c,Kepler-864,Transit,2023,2.42150341,0.038200,1.620,4.210000,0.000000,1532,6213.00,1.20,1.27,4.39,0.49521,2022.9000000
Kepler-865 b,Kepler-865,Transit,2016,14.16399294,0.105700,2.490,2.410000,0.000000,694,5570.00,0.92,0.93,4.49,1.51938,586.1370000
Kepler-865 c,Kepler-865,Transit,2023,6.20920207,0.061000,0.890,4.990000,0.000000,914,5440.00,0.89,0.78,4.44,2.62579,586.1370000
Kepler-866 b,Kepler-866,Transit,2016,2.61703254,0.033100,1.630,4.170000,0.000000,996,4751.00,0.71,0.75,4.62,2.66491,646.6670000
Kepler-867 b,Kepler-867,Transit,2016,150.24212700,0.537500,4.640,1.070000,0.000000,327,5541.00,0.91,0.92,4.49,0.95103,1195.5400000
Kepler-868 b,Kepler-868,Transit,2016,5.03251791,0.057500,2.050,3.100000,0.000000,1047,5614.00,0.89,0.93,4.51,0.85472,1593.1300000
Kepler-869 b,Kepler-869,Transit,2016,40.42877550,0.224400,3.610,1.480000,0.000000,494,5664.00,0.95,0.97,4.47,0.08921,939.4550000
Kepler-87 b,Kepler-87,Transit,2013,114.73635000,0.481000,13.490,0.729000,0.036000,478,5600.00,1.82,1.10,3.96,0.38451,1232.9000000
Kepler-87 c,Kepler-87,Transit,2013,191.23180000,0.676000,6.140,0.152000,0.039000,403,5600.00,1.82,1.10,3.96,0.05543,1232.9000000
Kepler-870 b,Kepler-870,Transit,2016,21.35876210,0.153900,2.780,2.080000,0.000000,691,5857.00,1.02,1.01,4.43,0.85776,1259.4600000
Kepler-871 b,Kepler-871,Transit,2016,22.04590180,0.157200,3.740,1.420000,0.000000,640,5993.00,1.14,1.11,4.37,0.43784,1976.0500000
Kepler-872 b,Kepler-872,Transit,2016,2.57885507,0.036200,1.990,3.220000,0.000000,1230,5902.00,1.08,1.05,4.40,1.78181,879.6830000
Kepler-873 b,Kepler-873,Transit,2016,20.55338440,0.154200,3.750,1.410000,0.000000,749,6163.00,1.27,1.18,4.29,0.31624,1182.2200000
Kepler-874 b,Kepler-874,Transit,2016,40.06867270,0.223400,3.940,1.320000,0.000000,560,6020.00,1.13,1.09,4.37,1.80017,1082.1600000
Kepler-875 b,Kepler-875,Transit,2016,27.50737990,0.177100,2.900,1.970000,0.000000,569,5958.00,1.11,1.06,4.38,0.91503,1242.6200000
Kepler-876 b,Kepler-876,Transit,2016,5.14438011,0.054900,1.430,4.940000,0.000000,923,5060.00,0.77,0.81,4.58,2.22584,820.9130000
Kepler-877 b,Kepler-877,Transit,2016,18.45847097,0.130100,2.120,2.960000,0.000000,632,5261.00,0.81,0.85,4.56,1.19692,602.1760000
Kepler-878 b,Kepler-878,Transit,2016,25.94220330,0.165000,1.930,3.350000,0.000000,501,5044.00,0.77,0.81,4.58,3.45421,791.6250000
Kepler-879 b,Kepler-879,Transit,2016,33.38559380,0.201200,2.570,2.310000,0.000000,580,5792.00,1.02,1.02,4.42,1.37423,802.6720000
Kepler-88 d,KOI-142,Radial Velocity,2020,1403.00000000,2.466330,13.100,2.360000,0.410000,,5466.00,0.90,0.99,4.53,1.50172,376.8630000
